Flower_ID,Experiment,Species,Focal_Loc,Plant,Ramet,Bract,Treatment,HP_time,E_time,V_time,PD_Loc,PD_plant,PD_ramet,PD_bract,Bird,Band_or_color,VisDuration,Time_to_capture,Pollen_Location,Date,Collect_HrsAfter,Damage,Nectar_Out,Brix,Pollen_added_after_visit,Notes_field,Tube_Count,notes_lab,year
222,107,H.rostrata,Pino_Colina,PC-ROS-02,3,NA,HP,930,NA,NA,Finca_del_Sol,FDS-ROS-02,1,11,NA,NA,NA,NA,NA,20180325,NA,NA,NA,NA,NA,,0,,2018
359,162,H.tortuosa,Garden,G-TOR-06,3,1,HP,800,NA,NA,Garden,G-TOR-02,12,5,NA,NA,NA,NA,NA,20190305,29,L,NA,NA,NA,,0,,2019
362,162,H.tortuosa,Garden,G-TOR-06,4,3,HP,800,NA,NA,Garden,G-TOR-02,12,5,NA,NA,NA,NA,NA,20190305,29,L,NA,NA,NA,,0,,2019
373,168,H.rostrata,Pino_Colina,PC-ROS-22,1,7,HP,730,NA,NA,Garden,G-ROS-01,3,2,NA,NA,NA,NA,NA,20190311,30.5,L,NA,NA,NA,,0,,2019
376,169,H.wagneriana,Pino_Colina,PC-WAG-09,1,2,HP,730,NA,NA,Garden,G-WAG-04,1,3,NA,NA,NA,NA,NA,20190311,30,L,NA,NA,NA,,3,,2019
379,171,H.rostrata,Pino_Colina,PC-ROS-19,1,6,HP,830,NA,NA,Garden,G-ROS-01,3,2,NA,NA,NA,NA,NA,20190311,29.5,L,NA,NA,NA,,0,,2019
381,172,H.tortuosa,Pino_Colina,PC-TOR-01,6,1,HP,900,NA,NA,Garden,G-TOR-15,1,1,NA,NA,NA,NA,NA,20190311,28.5,L,NA,NA,NA,,2,,2019
383,173,H.rostrata,Pino_Colina,PC-ROS-16,2,3,HP,900,NA,NA,Garden,G-ROS-01,3,2,NA,NA,NA,NA,NA,20190311,28.5,L,NA,NA,NA,,0,,2019
388,174,H.rostrata,Pino_Colina,PC-ROS-18,2,16,HP,1000,NA,NA,Pino_Colina,PC-ROS-07,1,7,NA,NA,NA,NA,NA,20190311,27.5,L,NA,NA,NA,,1,,2019
391,175,H.wagneriana,Pino_Colina,PC-WAG-01,2,7,HP,1030,NA,NA,Garden,G-WAG-04,1,1,NA,NA,NA,NA,NA,20190311,28,H,NA,NA,NA,,0,,2019
406,182,H.rostrata,Pino_Colina,PC-ROS-09,2,8,HP,800,NA,NA,Garden,G-ROS-04,1,8,NA,NA,NA,NA,NA,20190315,26,L,NA,NA,NA,,1,,2019
409,184,H.tortuosa,Pino_Colina,PC-TOR-05,1,2,HP,830,NA,NA,Pino_Colina,PC-TOR-02,1,2,NA,NA,NA,NA,NA,20190315,25,L,NA,NA,NA,,0,,2019
412,185,H.tortuosa,Pino_Colina,PC-TOR-07,1,1,HP,900,NA,NA,Pino_Colina,PC-TOR-08,1,1,NA,NA,NA,NA,NA,20190315,24.5,M,NA,NA,NA,,0,,2019
415,186,H.rostrata,Pino_Colina,PC-ROS-15,1,7,HP,900,NA,NA,Garden,G-ROS-02,5,8,NA,NA,NA,NA,NA,20190315,24,L,NA,NA,NA,,0,,2019
420,189,H.wagneriana,Garden,G-WAG-04,1,2,HP,1000,NA,NA,Pino_Colina,PC-WAG-11,1,3,NA,NA,NA,NA,NA,20190315,24,L,NA,NA,NA,,0,,2019
456,205,H.wagneriana,Pino_Colina,PC-WAG-11,1,5,HP,730,NA,NA,Garden,G-WAG-03,3,2,NA,NA,NA,NA,NA,20190320,30.5,L,NA,NA,NA,,0,,2019
457,206,H.wagneriana,Pino_Colina,PC-WAG-13,1,2,HP,730,NA,NA,Garden,G-WAG-03,3,2,NA,NA,NA,NA,NA,20190320,30.5,L,NA,NA,NA,,1,,2019
464,209,H.tortuosa,Pino_Colina,PC-TOR-02,3,5,HP,900,NA,NA,Garden,G-TOR-20,1,1,NA,NA,NA,NA,NA,20190320,30,M,NA,NA,NA,,0,,2019
467,211,H.wagneriana,Pino_Colina,PC-WAG-10,1,2,HP,930,NA,NA,Garden,G-WAG-03,3,2,NA,NA,NA,NA,NA,20190320,29.5,L,NA,NA,NA,,1,,2019
469,212,H.tortuosa,Garden,G-TOR-13,2,7,HP,1000,NA,NA,PIno_Colina,PC-TOR-01,5,1,NA,NA,NA,NA,NA,20190320,29,L,NA,NA,NA,,0,,2019
476,214,H.tortuosa,Garden,G-TOR-06,1,6,HP,1100,NA,NA,Garden,G-TOR-20,1,1,NA,NA,NA,NA,NA,20190320,28.5,L,NA,NA,NA,,1,,2019
