Flower_ID,Experiment,Species,Focal_Loc,Plant,Ramet,Bract,Treatment,HP_time,E_time,V_time,PD_Loc,PD_plant,PD_ramet,PD_bract,Bird,Band_or_color,VisDuration,Time_to_capture,Pollen_Location,Date,Collect_HrsAfter,Damage,Nectar_Out,Brix,Pollen_added_after_visit,Notes_field,Tube_Count,notes_lab,year
147,73,H.wagneriana,Garden,G-WAG-02,3,4,RTAH,900,924,946,Pino_Colina,PC-WAG-04,1,5,RTAH04,SA4684,2,86,,20180311,31.5,M,NA,NA,0,2_visits,0,,2018
148,73,H.wagneriana,Garden,G-WAG-02,3,2,HP,900,NA,NA,Pino_Colina,PC-WAG-04,1,5,NA,NA,NA,NA,NA,20180311,31.5,M,NA,NA,NA,,0,,2018
16,8,H.wagneriana,Garden,G-WAG-01,1,2,GREH,830,847,847,Pino_Colina,PC-WAG-01,1,2,GREH01,SA4638,3,NA,NA,20180216,25,L,NA,NA,0,,0,,2018
17,8,H.wagneriana,Garden,G-WAG-01,1,5,HP,830,NA,NA,Pino_Colina,PC-WAG-01,1,2,NA,NA,NA,NA,NA,20180216,25,L,NA,NA,NA,,1,partial,2018
173,85,H.wagneriana,Garden,G-WAG-02,2,9,RTAH,1000,1027,NA,Garden,PC-WAG-05,3,3,RTAH05,NA,NA,NA,NA,20180314,28.5,L,NA,NA,NA,RTAH05 no visit,0,,2018
174,85,H.wagneriana,Garden,G-WAG-02,2,4,RTAH,1000,1027,NA,Garden,PC-WAG-05,3,3,RTAH05,NA,NA,NA,NA,20180314,28.5,L,NA,NA,NA,RTAH05 no visit,0,,2018
175,85,H.wagneriana,Garden,G-WAG-02,2,1,HP,1000,NA,NA,Garden,PC-WAG-05,3,3,NA,NA,NA,NA,NA,20180314,28.5,L,NA,NA,NA,,3,,2018
176,85,H.wagneriana,Garden,G-WAG-02,2,3,HP,1000,NA,NA,Garden,PC-WAG-05,3,3,NA,NA,NA,NA,NA,20180314,28.5,L,NA,NA,NA,,0,,2018
182,89,H.wagneriana,Garden,G-WAG-02,4,5,RTAH,900,917,918,Garden,G-WAG-01,1,NA,RTAH04,SA4684,5,62,NA,20180315,29,L,NA,NA,0,,0,,2018
183,89,H.wagneriana,Garden,G-WAG-02,4,1,RTAH,900,917,949,Garden,G-WAG-01,1,NA,RTAH04,SA4684,2,62,B,20180315,29,L,NA,NA,0,,0,,2018
184,89,H.wagneriana,Garden,G-WAG-02,4,2,HP,900,NA,Na,Garden,G-WAG-01,1,NA,NA,NA,NA,NA,NA,20180315,29,L,NA,NA,NA,,2,,2018
18,9,H.wagneriana,Garden,G-WAG-02,1,2,GREH,930,936,937,Pino_Colina,PC-WAG-01,1,3,GREH01,SA4638,NA,NA,NA,20180216,25,L,NA,NA,0,,2,,2018
